week,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2025-43,-0.15563935647949242,1.0706959388876682,-0.2823410409209637,0.6492233277042172,23.0
2025-44,-0.3509413009142989,1.0610617153799122,0.15212664725991956,1.1723799898280116,39.0
2025-45,0.2039564417635046,0.47220173731618914,-0.36816009666058597,0.28239768245352137,11.0
2025-46,-0.08482768558711085,0.6830770923865921,-0.0699179964483831,0.75261022456358,13.0
2025-47,0.9674893388177549,0.9596458805320011,-0.4879413817762556,0.1416544556756313,2.0
2025-49,-0.11257521497712321,1.0181886746247795,-0.42692051196848035,0.43908160369654625,46.0
2025-50,0.6910694161659064,0.833314230563459,-0.5161714990305878,0.09015633086968368,5.0
2025-51,0.3374649130834172,0.4212988161661496,-0.44791946973233254,0.16456994304517658,11.0
2025-52,0.5419596669314514,0.3985908870176888,0.8353388985004856,1.5380124365306573,3.0
2026-00,0.734594473990812,1.0214350964016112,-0.25862386973773155,0.46165755359848903,19.0
2026-01,-0.039068748788947213,0.4417884265350122,-0.3677795314789086,0.213221881306609,5.0
2026-02,-0.2841679461704826,0.598282474689683,0.11134584382412298,1.6036965047653977,7.0
2026-03,0.19163699799982767,0.8463688002785623,-0.2813100527627835,0.4891060838098322,6.0
2026-04,-0.23625672367212838,0.5850657218388422,-0.513099105109069,0.07638507479099409,4.0
2026-05,0.1068782281099178,0.8033035236231333,0.1464297688986669,1.1218521752905513,12.0
2026-06,0.0715451569305289,0.9988429653223642,0.13213540940098498,1.582335748021435,7.0
2026-07,0.5588228482083587,0.6153103467690193,0.11763511591276536,0.7926125015381263,3.0
2026-08,0.04384501008894047,0.7736670211586377,0.2709681364158922,0.8465916501260141,10.0
2026-09,0.6000386807781497,0.9683586834507614,-0.27376089432116796,0.4534568228691028,18.0
2026-10,0.3125616022131203,0.6245587335757657,-0.04607030830791572,1.020689210881597,7.0
2026-11,0.5563033098800808,0.7594787210037983,-0.18197821235441097,0.6047280718353374,2.0
2026-12,0.19645622463088708,0.637151234665203,-0.15907748774830702,0.7591449760401096,11.0
2026-13,-0.08227192561634224,0.8894572161061477,-0.43006314708845306,0.2937413605157874,17.0
2026-14,-0.2180226979082367,0.6181803543054173,-0.6095855327230437,0.0,2.0
2026-15,0.26689495627514254,0.2948456285771556,0.08343387493844304,1.2096797748913681,4.0
2026-16,0.3474188766044704,1.1289399247267309,-0.3536161064597579,0.5092138913216477,43.0
2026-17,0.7777370423677746,0.6539988117566947,-0.4359778243745702,0.2202483347585987,10.0
2026-18,-0.2655343359133854,0.6535903826623566,0.4219762639138967,1.1017640627132792,8.0
2026-19,-0.17877232138506585,0.6133671669849852,-0.46982016928886444,0.09161563292685768,7.0
2026-20,0.37693967340826595,0.8505381988753358,-0.26833341416012446,0.5606903415283385,24.0
2026-21,0.697870117909786,0.5783467216474839,-0.5122144348858186,0.10732717476788486,2.0
2026-22,0.7108962738199398,1.1972097338369436,-0.3444544140901097,0.52915983457454,10.0
2026-23,-0.16346658173152218,1.2264063077091591,0.18049300302043933,1.0273900328999939,50.0
2026-24,0.3358452614334907,0.9544495462750701,-0.3859337150917038,0.44916644409979367,9.0
2026-25,-0.19138678891762084,0.9947421425693129,0.07304679262855929,0.9565157971882411,212.0
2026-26,-0.4305296599382768,1.0968122820440251,0.11239769135623238,1.2331798874908975,95.0
2026-27,-0.20266238510449022,0.7460569831610115,0.5515332717428031,0.9682164559075589,33.0
2026-28,0.20378383127486518,0.9903926254114039,0.10946201426891425,1.125966612417502,44.0
2026-29,0.3689662246569869,0.7087514593072786,-0.08565728044218787,0.9606436063982902,5.0
2026-30,0.1077562704601615,0.852569730024781,-0.2791294831425445,0.6359071018961093,71.0
2026-31,0.03038240088461555,1.2913019432380388,0.8077449014963187,1.2883698434968167,14.0
2026-32,0.13697542529493334,0.8265816348354749,0.18373200373843745,1.1650277714285735,118.0
2026-33,-0.1498720966579545,1.0150605771884134,-0.2397625353635995,0.7233340215736188,34.0
2026-34,0.33281116525090637,0.5538523696486148,-0.5321814952753079,0.03728314179631719,4.0
2026-35,0.6187489556694612,1.0,-0.6095855327230437,1.0,1.0
