week,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2024-51,0.1465881480899277,0.8965283638069456,-0.17711790070006328,0.766460719678974,22.0
2024-52,-0.26067012265352624,0.9024862330524381,0.10537168471767033,0.9602270636702943,6.0
2024-53,0.7786271927441061,0.765104537164042,0.6988519068116811,2.2092109893759844,3.0
2025-00,0.2746851461458557,0.318755417585128,-0.014042492636334863,1.0202877430305266,4.0
2025-01,0.09400168050104525,0.8500909727934453,-0.14271184352129151,0.9023260273973102,44.0
2025-02,0.760803543344172,1.3006361753318825,-0.29646306571778025,0.5605281952711862,8.0
2025-03,0.1507978476846788,0.9774954067729019,0.5345981263117511,1.5280833983256445,7.0
2025-04,-0.12237244456117534,0.9224873734570107,-0.33883305920710405,0.6540155088821168,22.0
2025-05,-0.08024309459403826,1.0454170250713135,0.12647550919180148,1.0986183294256002,107.0
2025-06,0.17518919869129296,0.9621718678233949,-0.45817914373534807,0.27236569747522116,21.0
2025-07,0.2497424768192804,0.635580674517229,0.20880308373329814,1.2648269761827255,13.0
2025-08,-0.0406778440396927,1.3713527941268073,-0.15065508514667234,0.6512695364635699,5.0
2025-09,0.07270147717205479,0.939437637973758,-0.24578618774329,0.3291597743801186,10.0
2025-10,-0.3909891544160183,0.9803467964870429,-0.32737743679597714,0.580121787996907,19.0
2025-11,1.4043395213604262,1.0,0.21139808635081672,1.0,1.0
2025-12,-0.1191888009222687,1.115960234072824,0.039071097223905206,1.0809296795115677,199.0
2025-13,-0.45097990093432566,0.8629891224092948,0.20752169050793845,1.095303996111478,124.0
2025-14,-0.2312028727118594,1.0229755681882329,0.1698432992026026,0.9184927360263027,23.0
2025-15,0.17818883665344462,1.157205748256482,0.00031451856545416934,1.078914324274645,13.0
2025-16,0.09051536853631513,1.0003428331873918,-0.08985895285268503,0.8227231862923909,77.0
2025-17,-0.05532836541106341,0.7965900717565099,-0.4305319867372478,0.3206600740233207,16.0
2025-18,0.549825795341779,0.812057675634784,0.022286200932639968,1.0533918068606554,7.0
2025-19,0.23030322796766162,0.9504516083430161,0.06453408444122602,1.0998728925744419,23.0
2025-20,0.5243069920298681,1.1240035382622477,-0.3442103279425201,0.4544825244162841,22.0
2025-21,1.0696949147168222,0.6656779968707253,-0.460708125551619,0.08421412310792306,4.0
2025-22,0.4609361628479427,0.9593983202895849,0.20932505060152232,1.141134987771435,33.0
2025-23,-0.37388858651416806,0.6648810429171933,-0.4630334515992096,0.052278594102519234,5.0
2025-24,0.3052252812458877,0.8141472859728083,-0.23529655236117283,0.9157257656573778,12.0
2025-25,0.402600094788331,1.0313586534571708,-0.5262877672787806,0.0884969559720247,4.0
2025-26,0.11017169506137513,0.9169383032685894,-0.2142756575088993,1.082119413685396,13.0
2025-27,-0.6490481424753254,0.947105212221219,-0.5625603510882486,0.14165546492306524,8.0
2025-28,0.47030938233051556,1.0125332843083805,-0.5155423338546129,0.07295215687469948,27.0
2025-29,-0.03691643514914693,1.5305503574519659,-0.19443875164431923,0.649507483878777,5.0
2025-30,0.28049169203291774,0.7455268496396033,-0.08925533783386386,0.9484684370957394,108.0
2025-31,0.029771459672287438,0.802825379445795,-0.315499558054563,0.5397569389956384,25.0
2025-32,0.41402412639092884,0.9498906705356,0.003530756018640946,0.8807644154840641,11.0
2025-33,0.1809818550165075,0.8728530685431882,-0.1811470608672325,0.7691822772664809,15.0
2025-34,-0.4548718968247398,0.7376174407152709,-0.3696666872873756,0.2587234080133558,4.0
2025-35,-0.2486411089586707,0.9981487954157097,0.7280608143474705,1.422821279237098,112.0
2025-36,0.15662544507910464,1.1695264647279187,-0.26302303634558055,0.5226975310866275,22.0
2025-37,0.538286166017747,1.0623477266750758,-0.05405764768869683,1.1285665369652238,6.0
2025-38,0.2587559044879072,0.5098020331047223,-0.5318210352239953,0.07710761610345153,7.0
2025-39,0.20545708331393528,0.8302082679307521,-0.2716058354520358,0.6491720752086237,46.0
2025-40,-0.16427411493169988,0.9475427244452491,0.23822252730064125,1.1275191660913852,25.0
2025-41,-0.49369674293856824,1.3212204159379752,0.3240531544790348,1.7672684332575475,8.0
2025-42,0.6632201753290454,0.3610919969587661,0.35076464908461535,0.800047223937816,5.0
