topic,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
Causes,0.18110885252892195,1.0059887729037906,0.08644948049479916,1.1174131058380048,24.0
Hazard,0.04797958398641225,0.9796823313127471,-0.057460419743747645,0.9117580814293901,1478.0
Impacts,-0.09108135300493438,0.9907513231962148,0.17412333685901185,1.1929315996582388,438.0
Mitigation,-0.24673697784134246,1.0120401996892237,0.04570597718828288,0.9823555461462827,140.0
