,summary,Impacts,Mitigation,Hazard,Causes,word
summaryOfAllWords,746758.641306429,184003.29430195186,211151.751417062,181301.69002257456,170301.90556351704,
Israel,51.00444987310094,0.02114566996416167,-0.002832313066908948,-0.010661205127431643,-0.00832851978545456,Israel
löst,213.842277049466,-0.01620969972936422,0.017099718530492955,-0.0006911103070146268,-0.0032809243765636207,löst
israel lös+t,9.528055989172103,-0.008805787446238826,-0.010087173240698834,0.0052375175725111025,0.0161940941503338,israel lös+t
Bombe,12.019325444739778,-0.00981364699340713,-0.006643601588367041,0.00445952359746061,0.013905910965607327,Bombe
lös+t bombe,12.019325444739778,-0.00981364699340713,-0.006643601588367041,0.00445952359746061,0.013905910965607327,lös+t bombe
Erdbeben,42385.782460487775,-0.018183829268552273,0.025716425377302517,-0.0032202749850067775,-0.009451002470495068,Erdbeben
bombe erdbeben,17.058758064589817,-0.011092397463646656,-0.0020534458379832337,0.00340080333491358,0.010777076796531379,bombe erdbeben
Dort,49.42188554372877,0.02176041771298586,0.016876545269557123,-0.016014820849404504,-0.02835586444722026,Dort
erdbeben dort,9.357693878037542,-0.008720974306054667,-0.010369787666661134,0.00530069133396174,0.01637944266314461,erdbeben dort
wurden,703.6551781848025,0.013811544263749932,0.01684530219823519,-0.014573971940511889,-0.020903273987771177,wurden
dort werd+en,8.659612917228008,-0.008344441503802175,-0.011611104055000487,0.0055768968597402655,0.01718896706975574,dort werd+en
Boden-Boden-Raketen,7.962878936449818,-0.007913417241383022,-0.01300554529497754,0.005884649647047099,0.018089273113770236,Boden-Boden-Raketen
werd+en boden+-+boden+-+rakete+n,7.962878936449818,-0.007913417241383022,-0.01300554529497754,0.005884649647047099,0.018089273113770236,werd+en boden+-+boden+-+rakete+n
gelagert,6.793939685171764,-0.007021229334774163,-0.015804577316559813,0.006494034592836212,0.019866450598766204,gelagert
boden+-+boden+-+rakete+n ge+lager+t,6.793939685171764,-0.007021229334774163,-0.015804577316559813,0.006494034592836212,0.019866450598766204,boden+-+boden+-+rakete+n ge+lager+t
Ein,3670.589195229381,-0.019761455121715853,0.015517624941417361,0.018765202382729274,-0.018585606651980825,Ein
ge+lager+t ein,6.42810738829588,-0.00668369335201328,-0.016833957438967487,0.006715256066401687,0.020509696095267267,ge+lager+t ein
israelischer,10.016919527388888,-0.009035743088258996,-0.009315318567723769,0.005064446364134654,0.01568595189513278,israelischer
ein israelisch+er,10.016919527388888,-0.009035743088258996,-0.009315318567723769,0.005064446364134654,0.01568595189513278,ein israelisch+er
Angriff,26.997546976796006,-0.017008341316738576,-0.0015570588852596645,0.01628953427152726,0.0026631328568702504,Angriff
israelisch+er angriff,9.399117736719479,-0.008741833069236577,-0.01030038505429818,0.00528518736018937,0.01633396140332447,israelisch+er angriff
Militärstandorte,9.760091195328446,-0.008917318612964572,-0.009713836818411254,0.005153902597537118,0.015948663505385263,Militärstandorte
angriff militär+stand+ort+e,9.760091195328446,-0.008917318612964572,-0.009713836818411254,0.005153902597537118,0.015948663505385263,angriff militär+stand+ort+e
Syrien,28.124577264218118,-0.013459700329383466,0.002557704502091649,0.004911398002283931,0.006010292186169752,Syrien
militär+stand+ort+e syrien,10.992655132863742,-0.009443614198422615,-0.007926137509461827,0.004751020573323625,0.014764418383301284,militär+stand+ort+e syrien
Detonation,12.632367785375779,-0.010011284104432779,-0.005949999412002477,0.004301057662959817,0.013438640249366004,Detonation
syrien detonation,12.632367785375779,-0.010011284104432779,-0.005949999412002477,0.004301057662959817,0.013438640249366004,syrien detonation
verursacht,49.54233671801715,0.04449399574525096,-0.011080160946866702,-0.01854220607754489,-0.016067563973447996,verursacht
detonation verursach+t,14.574200496550699,-0.010548469998163622,-0.004035093715426877,0.003860696406637655,0.012138162571080751,detonation verursach+t
verursach+t erdbeben,29.96567445815439,-0.012718646498698399,0.004097812107012989,0.0019496678260804924,0.006465153828826096,verursach+t erdbeben
auslöste,54.90817707963833,-0.014053961345490317,0.009342468495319703,0.0006894894859957772,0.002702817112367712,auslöste
erdbeben aus+lös+te,46.276143378686335,-0.013712168533288275,0.007987698982445786,0.0010167178651564646,0.003681180748332296,erdbeben aus+lös+te
Die,3147.860378263375,-0.001800017521321825,0.02442318356172151,-0.01085449478261854,-0.017368092233547093,Die
Erschütterung,126.0839710250397,-0.014815510428917012,0.014310076076684044,-0.00032743736235106097,-0.0016334804542079363,Erschütterung
der erschütterung,17.901449887586494,-0.012452195944915662,-0.0026917430430003033,0.007004266506678894,0.009178418263293313,der erschütterung
konnte,34.43767525884107,0.04812993846791269,0.016803501968766,-0.038616225961055184,-0.03454719445547016,konnte
erschütterung könn+e,11.909875662231055,-0.009776657946058096,-0.006772751919292608,0.0044889673500918435,0.013992689191573933,erschütterung könn+e
Richterskala,95.26170234859707,-0.01619361260987674,0.0107615115792755,0.0059082188113732765,-0.002370611526044366,Richterskala
könn+e richter+skala,10.625843980265902,-0.009297491527149083,-0.008426782801274247,0.004864257602476023,0.01509754788336942,könn+e richter+skala
gemessen,182.4879936755929,-0.016854738457388208,0.013415206385371978,0.006564977579993393,-0.005715293725345013,gemessen
richter+skala ge+mess+en,18.060572479807444,-0.009137024660438565,-0.0020640115043144606,0.0025520734517758847,0.00961685562747987,richter+skala ge+mess+en
Tatjana,9.123918620823305,-0.008600291859825037,-0.01077001334827705,0.005389972910488736,0.01664126814701702,Tatjana
Ohm,8.846387356739344,-0.008450088881154455,-0.011265011019729843,0.005500097664897035,0.016964018490577073,Ohm
tatjana ohm,8.846387356739344,-0.008450088881154455,-0.011265011019729843,0.005500097664897035,0.016964018490577073,tatjana ohm
berichtet,110.76311949728218,-0.0119366193760098,0.014097049783792141,0.00019446047394625147,-0.005001480991723595,berichtet
ohm bericht+et,5.5980466934351005,-0.005771456960574683,-0.019539684207511593,0.007289138319867938,0.02217333965142834,ohm bericht+et
Tel,5.413643834980672,-0.005534140663562289,-0.020226195770238892,0.007432975203969011,0.022589132565642534,Tel
bericht+et tel,5.413643834980672,-0.005534140663562289,-0.020226195770238892,0.007432975203969011,0.022589132565642534,bericht+et tel
Aviv,5.471760605837945,-0.005610533695305954,-0.0200059586840725,0.007386910054945173,0.022456023597617183,Aviv
tel aviv,5.471760605837945,-0.005610533695305954,-0.0200059586840725,0.007386910054945173,0.022456023597617183,tel aviv
berichtet…,7.170712526666746,-0.007336628814270082,-0.014828258308472769,0.006282768888172088,0.019251185881106202,berichtet…
ohm berichtet…,5.5980466934351005,-0.005771456960574683,-0.019539684207511593,0.007289138319867938,0.02217333965142834,ohm berichtet…
+73,5.413643834980672,-0.005534140663562289,-0.020226195770238892,0.007432975203969011,0.022589132565642534,+73
berichtet… +73,5.413643834980672,-0.005534140663562289,-0.020226195770238892,0.007432975203969011,0.022589132565642534,berichtet… +73
chars,3263.4146340906786,-0.004162629133586748,0.020284528591267278,-0.004883837022794403,-0.015857210987992497,chars
+73 chars,5.358491356873591,-0.0054602204757200155,-0.02043863041161549,0.007477337946828933,0.022717275032345906,+73 chars
Tsunami-Warnung,652.2290781849908,-0.013393950919971708,0.0195415609659381,-0.0025658177511385786,-0.007391375785582838,Tsunami-Warnung
schwerem,325.97617281697416,-0.01644112673461204,0.01892914031677954,-0.0016529900668294376,-0.004325556327117024,schwerem
tsunami-warnung schwer+em,69.21140818450522,-0.014478061345808266,0.011032463766304042,0.0002798063833214106,0.0014766423304186605,tsunami-warnung schwer+em
schwer+em erdbeben,562.119954624382,-0.016866286410112157,0.02064503208576184,-0.002076410661525087,-0.005600152257637213,schwer+em erdbeben
Vanuatu,242.70774304598567,-0.0037857208031908955,0.014757467572917342,-0.005435780304354607,-0.008616251396909705,Vanuatu
erdbeben vanuatu,83.3147834513238,-0.014788539904629978,0.012274850188047188,-2.2350071983265436e-05,0.0005714179425898061,erdbeben vanuatu
vanuatu ein,50.21925678853752,-0.013878750226518946,0.008647090119942013,0.0008575873398702922,0.0032055211125219035,vanuatu ein
ein erdbeben,2379.2572273856154,-0.017629301433850105,0.023654071202841225,-0.0028382310789700858,-0.007809946227454793,ein erdbeben
Stärke,3999.9716446148727,-0.015445433448232489,0.02302143736648963,-0.002628289355270537,-0.009565993393119959,Stärke
erdbeben stärke,2779.858465555615,-0.01754208018239938,0.02380051490344918,-0.00291467876299828,-0.008008888057629261,erdbeben stärke
"7,4",314.16440411147033,-0.010562371543652058,0.016912897673428264,-0.0034957849739606795,-0.006099471523393342,"7,4"
"stärke 7,4",291.45586052554114,-0.010288003157170428,0.01656987800981617,-0.003494246538738195,-0.005961161076297293,"stärke 7,4"
wurde,643.938280529891,-0.005828441196975675,0.017203885190314225,-0.002850127151657745,-0.012281240544855668,wurde
"7,4 werd+e",13.741341292596802,-0.010332715474636928,-0.004809345973351811,0.0040392429134389375,0.012665789736497715,"7,4 werd+e"
Inselstaat,189.87851424412455,-0.009046996118154876,0.017466568913816344,-0.0045055785265730825,-0.007356878643153254,Inselstaat
werd+e insel+staat,11.831936705992469,-0.012086631463479101,-0.009245260596459923,0.011756907003844646,0.01173127901003445,werd+e insel+staat
insel+staat vanuatu,111.52019989130426,-0.0002120350405838841,0.008380434547759953,-0.003665948166046005,-0.0063296205775423145,insel+staat vanuatu
vanuatu ge+mess+en,10.603119696596599,-0.03783657059952468,-0.037562376659501726,0.08892800871929286,-0.013271177204801268,vanuatu ge+mess+en
Das,2325.355757225556,-0.0184788922148517,0.013302091507223137,0.019512264579126783,-0.01795758651840915,Das
Epizentrum,480.24560130896884,-0.13122297679990555,-0.10314475134518933,0.3003780369759775,-0.12626217584501062,Epizentrum
der epizentrum,245.7647259315605,-0.13444112826914173,-0.1091207216119327,0.30709318365711413,-0.1262374629835744,der epizentrum
lag,318.14967213657104,-0.03610521353270043,-0.006647347655347089,0.06884214650810037,-0.029780632670771846,lag
epizentrum lieg,88.28282310375954,-0.06586623077157253,-0.04424650699553694,0.15377433635890184,-0.05596542155956061,epizentrum lieg
Tiefe,201.31896735058797,-0.017612783950030516,0.012838588055473511,0.008883107318337746,-0.006678824286332545,Tiefe
lieg tiefe,25.059032169304455,-0.023276484715390997,-0.00888106803400658,0.036022513156397505,-0.003232189120421256,lieg tiefe
zehn,102.38898707805393,0.03420399711610923,0.0018365569636495372,-0.017762647125712426,-0.021357777384538198,zehn
tiefe zehn,32.445716361421816,-0.015877329871562856,0.00186322041040918,0.010957672847170434,0.0029729513897329618,tiefe zehn
Kilometern,142.689424664452,-0.013137671846517143,0.01006024472687417,0.007963667902752535,-0.006970639632036634,Kilometern
zehn kilo+meter+n,33.62378053956301,-0.015955757092585905,0.0022056926923260663,0.010855265872085445,0.002741743967287531,zehn kilo+meter+n
schweres,1342.6267705468558,-0.06034392262830737,-0.02095604613932426,0.1220939767955852,-0.05051988227240556,schweres
ein schwer+es,845.9718984304214,-0.058981238132567095,-0.020610449707721416,0.11897727375638317,-0.04848528922597469,ein schwer+es
schwer+es erdbeben,3368.9941037704434,-0.017697788733978193,0.023997310136642382,-0.0029066565088133284,-0.008102760853762892,schwer+es erdbeben
erdbeben insel+staat,19.717775999468238,0.00945699168543639,0.006385948789856484,-0.012094336438744803,-0.005426104924695099,erdbeben insel+staat
Südpazifik,84.0934103918527,-0.016486282759703624,0.010638340455431026,0.0052046856325923445,-0.0011498669462967615,Südpazifik
vanuatu südpazifik,11.099754809389426,-0.009484790039386608,-0.007784464681875164,0.00471891992246653,0.014669943736486188,vanuatu südpazifik
erschütt…,6.71305422689446,-0.006949434797070071,-0.01602485250513142,0.006541505787017946,0.020004570850076803,erschütt…
südpazifik erschütt…,6.71305422689446,-0.006949434797070071,-0.01602485250513142,0.006541505787017946,0.020004570850076803,südpazifik erschütt…
+632,6.334532114833558,-0.006591754274841167,-0.01711163147313039,0.006774659523350184,0.02068224330356077,+632
erschütt… +632,6.334532114833558,-0.006591754274841167,-0.01711163147313039,0.006774659523350184,0.02068224330356077,erschütt… +632
+632 chars,6.191619002073647,-0.006446508635318271,-0.017547977041598876,0.006867774071753101,0.02095255415709937,+632 chars
Zerstörung,137.46248443511473,0.008652939817578741,0.007553241119621376,-0.007132264780622656,-0.011287681194963912,Zerstörung
Verletzte,663.8205060301748,0.3001587945035693,-0.10569893539198125,-0.1288552284877388,-0.1337209940087736,Verletzte
zerstörung verletz+t+e,14.217890603259937,0.1799885267910054,-0.07525465618503814,-0.06581404684164834,-0.05697136606513331,zerstörung verletz+t+e
verletz+t+e schwer+em,25.717383422870622,-0.012320004421292842,0.0025619639674847603,0.002315007191677023,0.007552979377187475,verletz+t+e schwer+em
erschütterte,310.62663983923676,-0.013281676843330854,0.016312837951636554,0.0004379016119906568,-0.006624447090129646,erschütterte
"7,4 erschütter+te",13.741341292596802,-0.010332715474636928,-0.004809345973351811,0.0040392429134389375,0.012665789736497715,"7,4 erschütter+te"
erschütter+te insel+staat,11.50782653075861,-0.00963595518911731,-0.007262111116104437,0.004600349651199763,0.014320837280217092,erschütter+te insel+staat
Mehrstöckige,10.071665262875417,-0.009060338918486547,-0.009232277037376429,0.005045779880497714,0.01563111540867179,Mehrstöckige
Gebäude,345.91970620845643,0.0035284338401838735,0.015671523196917985,-0.0055665548712387335,-0.0176478795915589,Gebäude
mehrstöckig+e gebäude,9.441303152985533,-0.008762917906301288,-0.010230161984540978,0.00526949358310443,0.016287918979323093,mehrstöckig+e gebäude
eingestürzt,121.86115218100441,0.0756768761454733,-0.0032687643195241215,-0.039647450500478305,-0.04031175800884192,eingestürzt
gebäude ein+ge+stürz+t,43.270185951011634,0.03653687923661628,-0.008557803719250587,-0.015545816515879402,-0.013307377302725057,gebäude ein+ge+stürz+t
kam,134.13518747487396,0.02762167532033764,0.000516232010746068,-0.010373137213125865,-0.020115051142839332,kam
ein+ge+stürz+t komm,9.161224641418666,-0.00861989674371962,-0.010705149219377524,0.005375517725210232,0.016598886903090856,ein+ge+stürz+t komm
Hangrutschungen,9.809335244436884,-0.008940423144178688,-0.00963625669828473,0.005136504257344654,0.015897579640724788,Hangrutschungen
komm hangrutschung+en,9.809335244436884,-0.008940423144178688,-0.00963625669828473,0.005136504257344654,0.015897579640724788,komm hangrutschung+en
Noch,156.55597845463075,0.004270039092421084,0.0083933911018155,-0.004524164833577614,-0.010321512035336754,Noch
gibt,619.0574243530548,0.05130869101290368,-0.0021289929095709642,-0.02315546588262725,-0.030334229224855944,gibt
noch geb+t,17.325774433541792,0.009123903312235684,-0.008556105657692133,-0.0032357152205410656,0.004090882268948794,noch geb+t
Berichte,152.02948288080793,0.07363442988296011,-0.01657976607034265,-0.02743368389731412,-0.03393436921461822,Berichte
geb+t bericht+e,54.56230584997091,0.03146094571870239,-0.006092603849890613,-0.013839751436430407,-0.01244636083566554,geb+t bericht+e
Todesopfer,382.6143347692477,-0.0011519179481168289,0.01504575370133652,-0.006178972898146255,-0.011054994208080773,Todesopfer
bericht+e tod+es+opfer,27.344645562164818,-0.012483388663148479,0.0031894753970206054,0.002165961160228328,0.007109354276866962,bericht+e tod+es+opfer
+1337,4.8722628780358495,-0.0652973399355211,-0.08488858951547304,0.17600136256710838,-0.036317158114617346,+1337
schwer+es +1337,4.8722628780358495,-0.0652973399355211,-0.08488858951547304,0.17600136256710838,-0.036317158114617346,schwer+es +1337
+1337 chars,4.781614049518501,-0.054036364322676424,-0.0738640866604027,0.1480063972082729,-0.025018573601132594,+1337 chars
aufgehoben,156.2898740861078,-0.008099106606569432,0.012255940291991172,-0.0009428162914636092,-0.005586206153249768,aufgehoben
tsunami-warnung auf+ge+heb+en,42.244826701055686,0.015624854205231666,-0.003254319410898465,-0.006506860180709083,-0.006100059680424683,tsunami-warnung auf+ge+heb+en
Erhebliche,16.813194034836258,0.05814029954936773,-0.025845336768749703,-0.019818192728928413,-0.012229621790721764,Erhebliche
auf+ge+heb+en erheblich+e,7.601368271860233,0.04967634454599951,-0.03338926929041069,-0.013119078435246446,-0.0004385839530546613,auf+ge+heb+en erheblich+e
Schäden,785.8430997838155,0.3223428221302854,-0.1165299973979996,-0.13811170825087055,-0.14762712487415125,Schäden
erheblich+e schaden,28.453132860390554,0.18647177989728267,-0.07054974942357668,-0.07114952808297635,-0.06604530335682074,erheblich+e schaden
schaden vanuatu,16.698938847058333,-0.0034442152058117652,-0.0047958457002212854,0.0010174010847048762,0.008526766919087724,schaden vanuatu
vanuatu erdbeben,29.96567445815439,-0.012718646498698399,0.004097812107012989,0.0019496678260804924,0.006465153828826096,vanuatu erdbeben
erdbeben südpazifik,42.30096243511214,-0.013522211993306102,0.007238027027632835,0.0011973078272358721,0.004220711119032768,erdbeben südpazifik
Hier,470.8665983097508,-0.012124992482617239,0.0183109219584264,-0.0047056657542950235,-0.004905028803894658,Hier
südpazifik hier,8.434261212633878,-0.008211703068828423,-0.012043532691115763,0.005672623028469597,0.01746919943281989,südpazifik hier
finden,513.5404830862947,-0.011134947916069058,0.029628915272508865,-0.009479166805285648,-0.015395658546198066,finden
hier find+en,415.51371689301027,-0.011828353502600685,0.018482356524208838,-0.003167346361299818,-0.007082477387850104,hier find+en
Sie,1177.906789215239,-0.013807803553361173,0.02255179194228685,-0.004213769693593401,-0.009026855010209332,Sie
find+en sie,415.8369099705249,-0.012329504083812802,0.0186436233420276,-0.002904281165880162,-0.007030043226406374,find+en sie
Informationen,444.41859887807533,-0.013237127823646474,0.018959186127132398,-0.0025138532026334178,-0.006873975707897736,Informationen
sie information+en,404.5906596269994,-0.013420295307191929,0.018784704595117233,-0.0023669745112104633,-0.006612463655712785,sie information+en
Thema,519.6961628712742,-0.014713126128180608,0.01937868548880957,-0.0016164234067663934,-0.006784363544571593,Thema
information+en thema,515.3788912366801,-0.014689222636391849,0.01934569521707431,-0.0016070228642506457,-0.006778058994255888,information+en thema
thema tsunami-warnung,11.824866875833827,0.0011153392379467239,-0.010451268269699264,0.0009965459189265225,0.010567486459722547,thema tsunami-warnung
Lesen,552.8429100497892,-0.012715714720333837,0.019159008986557532,-0.00337770141076098,-0.006764915971620801,Lesen
les+en sie,559.2079428140629,-0.012822557475171888,0.019129322558523166,-0.003390406544816331,-0.006598837278840062,les+en sie
sie erheblich+e,7.601368271860233,0.04967634454599951,-0.03338926929041069,-0.013119078435246446,-0.0004385839530546613,sie erheblich+e
"7,3",59.3782995450694,-0.014202110723424869,0.009931793409908365,0.0005468085914374231,0.0022759342375144732,"7,3"
"stärke 7,3",59.3782995450694,-0.014202110723424869,0.009931793409908365,0.0005468085914374231,0.0022759342375144732,"stärke 7,3"
"7,3 insel+staat",7.6560780485750835,-0.007702378677935566,-0.013678127805686106,0.006032110869486858,0.01852000916744609,"7,3 insel+staat"
östlich,40.8418015235912,-0.014315675663889882,0.006058434429817451,0.0039806011256036606,0.0035702464040379884,östlich
südpazifik östlich,7.0173078419621495,-0.0072118312912028025,-0.015216262083238539,0.006366896570153339,0.019496300781148865,südpazifik östlich
Australien,15.72759388707279,-0.011544321936439653,-0.0012138549183547155,0.002907734841950446,0.010747477064408604,Australien
östlich australien,7.728024631713456,-0.007753170680661443,-0.01351685711240916,0.005996811567024409,0.018416938564561426,östlich australien
erschüttert,3489.117723753201,-0.01708929808507629,0.023227984686090036,-0.0012782495103649345,-0.009514561178190752,erschüttert
australien erschütter+t,8.78226683043973,-0.008414248909689555,-0.011382611380520977,0.005526211936312004,0.017040520735061192,australien erschütter+t
US-Erdbebenwarte,942.0592957342508,-0.017181557152614827,0.021916890423309222,-0.002390950258053916,-0.006547750277023065,US-Erdbebenwarte
der us+-+erdbeben+warte,421.88704193773503,-0.01665558793645328,0.019794726049929563,-0.0018664487480287875,-0.004967969037052784,der us+-+erdbeben+warte
USGS,569.0049890504966,-0.016650525095208663,0.020575539213268698,-0.002089905954167802,-0.005727826023818612,USGS
us+-+erdbeben+warte usg+s,519.4632581645166,-0.016811089101864,0.020422291624738735,-0.0020213848860909855,-0.005434444835868795,us+-+erdbeben+warte usg+s
ortete,8.912501092222909,-0.008486585806286393,-0.011145052874545362,0.005473440423416252,0.01688591262850615,ortete
usg+s ort+ete,8.912501092222909,-0.008486585806286393,-0.011145052874545362,0.005473440423416252,0.01688591262850615,usg+s ort+ete
Beben,1699.9569837747324,-0.010682455354948075,0.015027538575839957,0.007682258344830174,-0.015623754099338515,Beben
ort+ete beben,7.802988937106901,-0.007805227358789623,-0.013351174438873195,0.005960507916786516,0.018310909602787653,ort+ete beben
Dienstag,155.87940307962072,-0.004444386942131687,0.014276641631994854,-0.005588927437412004,-0.007128831474829482,Dienstag
beben dienstag,7.2221734528028705,-0.007377445058633835,-0.014700872321553907,0.006255100897894738,0.019170540323708,beben dienstag
dienstag tiefe,6.460758450711206,-0.006715208857802779,-0.016738509685649987,0.006694810043517672,0.020450289435710225,dienstag tiefe
etwa,170.5817686192675,-0.010910005171349517,0.014754255866965804,0.004368504923690814,-0.011431179051357125,etwa
tiefe etwa,8.542158879064914,-0.008276001597524634,-0.011834398931399873,0.005626359562553042,0.01733378753875205,tiefe etwa
etwa kilo+meter+n,5.968104676573805,-0.0062067343809989375,-0.018262168894472467,0.007019560413514532,0.02139277605548299,etwa kilo+meter+n
+1194,10.098857062096368,-0.009072473572699098,-0.009191272952034852,0.005036559492501926,0.015604026482765569,+1194
kilo+meter+n +1194,5.666900260507496,-0.005856398962502852,-0.019292269685948507,0.007237123730947455,0.02202286113130474,kilo+meter+n +1194
+1194 chars,9.760214615814611,-0.008917376761775328,-0.009713641670744136,0.005153858843042612,0.015948535042948752,+1194 chars
Schweres,701.4443081475363,-0.01664792675070717,0.02120066068520123,-0.0023912287823649445,-0.006204784555256796,Schweres
erdbeben erschütter+t,1613.7088141164093,-0.01760327749375975,0.023356772848188125,-0.0028123280428398486,-0.007485219840940808,erdbeben erschütter+t
erschütter+t insel+staat,48.33672254266542,-0.013801654931198117,0.008341699606855782,0.000931320034785303,0.0034259444825370626,erschütter+t insel+staat
ein beb+en,65.27819140768244,-0.006358166386583937,0.008017940469663769,-0.0021996594794844787,-0.0007943858760430391,ein beb+en
beb+en stärke,332.23879286110554,-0.006645668068403836,0.013813655896307873,-0.00036921319201259014,-0.009743738864724025,beb+en stärke
kleine,32.668091824843614,-0.011753508889130328,0.013412594062272448,-0.004008398849485144,0.00014167115250647753,kleine
"7,3 klein+e",6.02054889179649,-0.003167575034368713,-0.019114692627325763,0.005983277055609169,0.020295431131161397,"7,3 klein+e"
Land,354.9667907066667,-0.006164784066749036,0.019642814508779263,-0.005680586146367435,-0.0119962955646849,Land
klein+e land,5.882424677206651,0.0060427931308034925,-0.022590339817281,0.003131489947530332,0.017650629934299528,klein+e land
südlichen,98.55007863092189,-0.013927987183802398,0.012958333082137697,-0.0006359997096081931,-0.00055021984471042,südlichen
land südlich+en,5.747079701529421,0.01750375045124454,-0.02687655617375474,-0.0005016490404646417,0.014233205638645045,land südlich+en
Pazifik,223.17080708382963,-0.017445290088612488,0.01514930953345885,0.004943382123804345,-0.005531739629053952,Pazifik
südlich+en pazifik,5.606775265603512,0.03399337580880966,-0.03300088345426558,-0.0058845328015205015,0.009094022203298285,südlich+en pazifik
getroffen,192.033539163781,-0.008544498910362236,0.01330277378492005,-0.000609384089704172,-0.006785686439979737,getroffen
pazifik ge+treff+en,5.515721400052159,0.04991715493601881,-0.038906243721813207,-0.01124707274760536,0.003909084614068091,pazifik ge+treff+en
Ausmaß,231.96845930452514,0.0049499618833533385,0.013659535160097026,-0.009647390295113174,-0.012267477085676869,Ausmaß
noch ausmaß,30.29688877135901,0.0424890613038323,-0.01519406627882423,-0.014753507120087389,-0.012689502366558423,noch ausmaß
ausmaß schaden,31.869583212682357,0.24901115299826834,-0.09871809426038848,-0.09628460489362198,-0.09566509399387603,ausmaß schaden
kaum,89.0274417774137,0.031940524643862246,-0.006529240333841712,-0.007939763900298475,-0.018753920335553446,kaum
schaden kaum,5.587238857788626,0.16234102900899677,-0.08193453786237329,-0.053530995483055226,-0.03813241393943936,schaden kaum
abzusehen,5.577573435523545,0.12811752429786055,-0.06807622299132492,-0.039973507278645,-0.024672741301184423,abzusehen
kaum ab+zu+seh+en,5.577573435523545,0.12811752429786055,-0.06807622299132492,-0.039973507278645,-0.024672741301184423,kaum ab+zu+seh+en
Aber,84.90651949759769,-0.006105293911469141,0.0026967138141074576,0.020027661130706455,-0.018477537838291525,Aber
aber geb+t,5.733579908583548,0.06454834035309337,-0.043462053594257775,-0.01663323106687834,-0.0017490297353179073,aber geb+t
Leichen,84.66250739833042,0.036060279715715474,0.006539723498945979,-0.02372750507280672,-0.023109660983490116,Leichen
bericht+e leiche+n,6.031197718237757,0.036684416391986024,-0.032642121732266334,-0.007270220178622243,0.0071329303611925325,bericht+e leiche+n
leiche+n gebäude,6.315963945794452,0.026640354331842843,-0.028361283058973372,-0.00415274381346535,0.009862764186721122,leiche+n gebäude
denen,18.100822903637443,0.0243368952631145,0.0284128409298107,-0.03418627150757551,-0.02693096374975756,denen
gebäude der,6.7789592243131445,0.039677781332031634,-0.03170508579908001,-0.009008428297315777,0.0044986930846673935,gebäude der
der kaum,7.063171570528083,0.05190800298791334,-0.03535393786846976,-0.01347618536150579,-0.00024658092753112785,der kaum
mehr,929.285938788938,0.017730153369938537,0.011043138842823121,-0.012505034862612209,-0.0200654763337713,mehr
kaum mehr,7.502603705415944,0.12153656318816215,-0.06039355228204724,-0.039275691818129704,-0.026304941308833794,kaum mehr
Trümmer,105.37050752030906,0.2962160381353115,-0.11221483994642004,-0.12307804664306414,-0.12511374659655616,Trümmer
mehr trümmer,8.206968237097032,0.15803742484808775,-0.07364715129293013,-0.05413348261349654,-0.041713355615959645,mehr trümmer
übrig,15.893845762180103,0.013535445179541899,-0.011008728022662569,-0.004352667482803995,0.0034683774400958755,übrig
trümmer übrig,8.573426688996008,0.04075719054324851,-0.028408906180785298,-0.010692750461199873,0.001103825943150454,trümmer übrig
Wie,462.8605225091254,-0.007859452865208586,0.02125020681320742,-0.006734084743232148,-0.011087164071391205,Wie
wie us+-+erdbeben+warte,51.70008072893393,-0.01393653872424814,0.008876241470659215,0.0008022248292442733,0.0030399840616705445,wie us+-+erdbeben+warte
mitteilte,100.51196519503311,-0.0026553553315895122,0.009095379966845667,-0.0027743191802579417,-0.0055291603286386085,mitteilte
usg+s mit+teil+te,45.76625829256755,-0.013906732428731229,0.0076768315171695765,0.0017179262535699257,0.0035300052929997114,usg+s mit+teil+te
mit+teil+te werd+e,15.983204181879678,-0.010872958670924388,-0.002857933215100464,0.003587998008138467,0.011331438944943024,mit+teil+te werd+e
werd+e beben,15.021127808635098,-0.01065648929741351,-0.003644904786444218,0.003770469225980029,0.0118713576049944,werd+e beben
beben etwa,8.411012532801518,-0.008197664634444858,-0.01208910981939499,0.005682697326306206,0.017498681264530636,beben etwa
Kilometer,303.06476987060756,-0.020966944368132182,0.008506755231588456,0.024082526855534858,-0.014224174332588763,Kilometer
etwa kilo+meter,34.78854608590601,-0.019121812478233368,-0.0005999689859246195,0.020236473491212693,-0.0005555492848609778,etwa kilo+meter
westlich,31.30447297343722,-0.014113877685640711,0.0032182362776873264,0.005853243172080494,0.004884143365878592,westlich
kilo+meter westlich,23.225028366197193,-0.012037857480527245,0.0014851282698708189,0.002570027301942253,0.008311464516423913,kilo+meter westlich
Hauptstadt,416.21193491074325,-0.006740736157965344,0.014775910514653394,-0.0007710396256444049,-0.01043131709457599,Hauptstadt
westlich haupt+stadt,11.53940404303225,-0.009647291397303435,-0.007222796800785519,0.00459141208914063,0.014294513235656083,westlich haupt+stadt
Port,13.519506347805688,0.008844897848254285,-0.011347850864294157,-0.0021287236674485998,0.006633168452214808,Port
haupt+stadt port,11.101396310773623,-0.009485416110725859,-0.007782308550633867,0.0047184311875942166,0.01466850522248651,haupt+stadt port
Vila,13.302028204336088,0.007913651458867162,-0.011234843068749507,-0.001752145022971116,0.007105878704118762,Vila
